urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale	q05	q95	n_syn_used	band_source	file_path
urn:mavedb:00000353-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 from trypsin digestion measuring folding; no WT-relative centering is described. ScoreColumns include dG but the main 'score' is log10 K50, so the closest monotonic mapping is Stability_K50 K50_RAW.	-0.7886828199389233	1.0261139932887366	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000353-a-1.scores.csv
urn:mavedb:00000354-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method states the score is a dG value from a Bayesian coupled model across trypsin and chymotrypsin; abstract describes protease digestion to assess folding, consistent with folding free energy (ΔG).	0.7892857382568617	3.497280768777663	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000354-0-1.scores.csv
urn:mavedb:00000354-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText explicitly states the scoreset 'score' is the log10 K50 value from a trypsin protease stability assay; dataset includes K50-derived dG but the primary score is log10 K50, a monotonic proxy for folding stability where higher K50 indicates greater stability.	-0.7427489387702619	1.515195280201392	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000354-a-1.scores.csv
urn:mavedb:00000354-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method text states the score is log10 K50 from chymotrypsin digestion to assess folding; higher K50 indicates greater stability. DatasetColumns confirms primary score is log10 K50, with dG provided as ancillary.	-1.65841198532303	0.3110416427155815	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000354-a-2.scores.csv
urn:mavedb:00000355-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 from trypsin digestion; not WT-centered or relative. DatasetColumns list 'score' as log10 K50 and also report derived dG, but the main score is K50-based. Higher K50 indicates more protease resistance (greater folding stability), so map to Stability_K50 K50_RAW with HIGHER_IS_FUNCTION.	-1.244406178684374	0.8190895824560376	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000355-a-1.scores.csv
urn:mavedb:00000355-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the score column is the log10 K50 value from chymotrypsin digestion used to assess folding; higher K50 indicates greater protease resistance (more stability). dG columns exist but the primary score is log10 K50.	-2.1218801260126927	-0.1174855276993913	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000355-a-2.scores.csv
urn:mavedb:00000355-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method states the score is a dG value fit from protease digestion across trypsin and chymotrypsin, i.e., folding free energy; map to Stability_DG (DG_KCAL_MOL, lower dG = more stable).	-0.450663494783188	3.1072676963815384	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000355-0-1.scores.csv
urn:mavedb:00000356-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states score is log10 K50 from trypsin digestion to assess folding; higher K50 indicates greater protease resistance (more stable). No WT-centered normalization described; datasetColumns also list dG but primary score is log10 K50.	-1.1964503135550124	1.1037490433339443	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000356-a-1.scores.csv
urn:mavedb:00000356-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 derived from sequence count ratios; no WT anchoring or centering is described. Protease digestion assays report stability where higher K50 indicates more resistance/folding, so Stability_K50 with RAW K50 is the safest mapping. Although dG columns exist, the experiment’s score column is log10 K50.	-2.4792359335261143	-0.3718406814703925	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000356-a-2.scores.csv
urn:mavedb:00000356-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method states the score is a dG value fitted from protease digestion (trypsin/chymotrypsin) to assess folding; dG stability assays map to Stability_DG with lower dG indicating more stable/function. Units are standard for dG (kcal/mol).	-1.2741465969199297	3.0903963123268605	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000356-0-1.scores.csv
urn:mavedb:00000357-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method text states the score is a dG value fit across proteases to assess folding (protease digestion), indicating a stability ΔG metric rather than ΔΔG.	0.4017965580030449	2.9139047598164494	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000357-0-1.scores.csv
urn:mavedb:00000357-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the primary score is the log10 K50 value from protease digestion (score column: log10 K50), with no explicit WT-centering or relative normalization; thus best mapped to K50 raw stability assay. dG columns exist but are auxiliary, not the primary score.	-1.8399667006717657	-0.1917985496121901	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000357-a-2.scores.csv
urn:mavedb:00000357-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText explicitly states the score column is a log10 K50 derived from sequence count ratios; no WT-centered or relative normalization is described. Although dG values are provided, the primary score is K50, so the closest TSV row is K50_RAW (higher K50 indicates greater stability).	-0.6997619310141585	1.388500470514492	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000357-a-1.scores.csv
urn:mavedb:00000358-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method text states the score column is log10(K50) from trypsin digestion; no WT-centered/relative normalization is described, and dG is provided as a separate derived column. Thus map to K50 raw stability where higher K50 indicates greater folding stability.	-0.9609045917912252	1.6002828513197416	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000358-a-1.scores.csv
urn:mavedb:00000358-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states score is log10 K50 from protease digestion to assess folding; higher K50 indicates more resistance/stability. Primary score is log10 K50, so Stability_K50 (standardized log K50) is the closest monotonic mapping.	-2.1413247554045336	-0.0163908603690414	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000358-a-2.scores.csv
urn:mavedb:00000358-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) to assess folding; lower dG indicates more stable/folded, so Stability_DG with DG_KCAL_MOL and LOWER_IS_FUNCTION is appropriate. No explicit WT anchoring thresholds provided.	-0.1273928312742915	3.273684512068769	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000358-0-1.scores.csv
urn:mavedb:00000359-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	Method text states the score is a dG value fit across trypsin and chymotrypsin digests to assess folding; this maps to protein stability ΔG with lower (more negative) indicating greater stability.	0.0453152000265044	2.233488500129794	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000359-0-1.scores.csv
urn:mavedb:00000359-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Metadata states the primary score is log10 K50 from chymotrypsin digestion (folding stability assay). Although dG is provided as an auxiliary column, the scoreset's main 'score' is K50-derived and not WT-centered, so Stability_K50 K50_RAW (higher K50 → more stable/function) is the closest standardized mapping.	-2.223325276651973	-0.8211014375639808	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000359-a-2.scores.csv
urn:mavedb:00000359-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is the log10 K50 from trypsin digestion to assess folding; higher K50 implies greater protease resistance (more stability). dG columns are auxiliary; the scoreset’s main metric matches the K50-based stability family.	-0.9927213383283632	0.4886257360960793	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000359-a-1.scores.csv
urn:mavedb:00000360-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText explicitly states dG values were fit from protease digestion to assess folding; this maps to stability free energy (ΔG) rather than K50 or ΔΔG.	0.9058697817761604	5.523981273883387	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000360-0-1.scores.csv
urn:mavedb:00000360-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Primary score is log10(K50) from trypsin digestion (MethodText: 'score column is the log10 K50 value...'), not explicitly WT-centered; thus closest monotonic mapping is K50_RAW where higher K50 indicates more stability. dG is auxiliary, not the main scoreset.	-0.2373469031487816	2.128887189149108	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000360-a-1.scores.csv
urn:mavedb:00000360-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 from chymotrypsin protease digestion; this is a folding/stability assay where higher K50 indicates more protease required and thus greater stability. DatasetColumns also include dG but the main score is log10 K50.	-1.5229667496403057	2.0832163160334813	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000360-a-2.scores.csv
urn:mavedb:00000361-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method states the score column is the log10 K50 from trypsin digestion to assess folding; higher K50 implies greater stability. Although dG is also reported, the primary score is log10 K50, so mapped to Stability_K50 (standardized) as the closest monotonic specification.	-1.2488457425820436	1.6525214902464658	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000361-a-1.scores.csv
urn:mavedb:00000361-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText explicitly states the primary score is a log10 K50 derived from sequence count ratios; no WT-centered normalization is indicated. dG columns exist but are auxiliary; the scoreset’s main score aligns best with a K50-based stability assay where higher K50 implies greater folding/stability.	-2.265543538182885	0.6535788982157001	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000361-a-2.scores.csv
urn:mavedb:00000361-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText states the score column is a dG value fitted via a coupled protease-digestion model; Abstract describes folding effects from trypsin/chymotrypsin digestion, consistent with stability free energy.	-1.1271746970668055	3.9030360392268495	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000361-0-1.scores.csv
urn:mavedb:00000362-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	False	False	False	False	MethodText explicitly states the score is a dG value fit from protease digestion counts to capture folding stability; lower (more negative) ΔG indicates greater stability, matching Stability_DG DG_KCAL_MOL.	0.0518909381325931	7.766742155647929	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000362-0-1.scores.csv
urn:mavedb:00000362-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Method text states the score is log10 K50 from trypsin digestion; no WT-centered normalization is described. Protease K50 assays map to Stability_K50 with higher K50 indicating greater folding/stability.	0.1421623978873172	3.215787260862783	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000362-a-1.scores.csv
urn:mavedb:00000362-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is a log10 K50 from chymotrypsin digestion; no indication of WT-centered normalization, so the closest monotonic mapping is Stability_K50 with K50_RAW.	-2.0899036972770992	2.7950038128436865	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000362-a-2.scores.csv
urn:mavedb:00000363-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	Metadata explicitly states the primary score is log10 K50 from chymotrypsin digestion; no WT-centering or relative normalization indicated. This is a protease susceptibility folding/stability assay where higher K50 implies greater stability. Although ΔG columns are provided, the main score is K50, so map to Stability_K50 K50_RAW.	-2.881616961255196	0.9338678920625484	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000363-a-2.scores.csv
urn:mavedb:00000363-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	False	False	False	False	MethodText states the primary score is log10 K50 from trypsin digestion to assess folding; datasetColumns list score as log10 K50 and dG derived from K50; no WT-relative centering or normalization is described, so map to K50_RAW with higher K50 indicating greater stability.	-1.9529239057899883	2.660317539165688	0	mad90_all_variants	/paedyl01/disk1/yangyxt/public_data/VEP_plugins_caches/MaveDB/csv/urn-mavedb-00000363-a-1.scores.csv
