urn	assay_family	subtype_enum	subtype_value	directionality	scale	baseline	units	interpreter	neutral_bands	flexibility_requirement	needs_gene_specific_rules	nonmonotonic	ambiguous	rationale
urn:mavedb:00000351-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value derived from protease digestion via a coupled Bayesian model, indicating folding stability in kcal/mol; thus Stability_DG (DG_KCAL_MOL, lower is more stable/function) is appropriate.
urn:mavedb:00000351-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the score is the log10 K50 derived from protease digestion counts; not WT-centered or relative. This maps best to Stability_K50 K50_RAW (higher K50 = more stable). dG columns are auxiliary, but the primary score is log10 K50.
urn:mavedb:00000351-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText: 'score column is the log10 K50 value'; no WT-centering or relative-to-WT normalization indicated. dG provided as an additional computed column, not the primary score. Higher K50 implies more folded/stable, matching HIGHER_IS_FUNCTION.
urn:mavedb:00000352-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from trypsin digestion; no WT-centered normalization is described. K50-based protease stability assays are monotonic with higher K50 indicating greater folding stability. dG columns exist but the designated score is K50.
urn:mavedb:00000352-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the score is the log10 K50 calculated from sequence count ratios; datasetColumns lists 'score' as primary and dG as derived, indicating a K50-based folding stability assay.
urn:mavedb:00000352-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fit directly from protease digestion across trypsin and chymotrypsin, indicating a folding free energy assay (stability ΔG).
urn:mavedb:00000353-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit via a Bayesian model from protease digestion (trypsin and chymotrypsin), indicating folding free energy (ΔG).
urn:mavedb:00000353-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the score column is the log10 K50 value from chymotrypsin digestion to probe folding; not WT-relative/centered. K50 is a stability proxy where higher K50 (more protease required) implies greater stability, so HIGHER_IS_FUNCTION. dG columns exist but the primary score is K50.
urn:mavedb:00000353-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from trypsin digestion measuring folding; no WT-relative centering is described. ScoreColumns include dG but the main 'score' is log10 K50, so the closest monotonic mapping is Stability_K50 K50_RAW.
urn:mavedb:00000354-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value from a Bayesian coupled model across trypsin and chymotrypsin; abstract describes protease digestion to assess folding, consistent with folding free energy (ΔG).
urn:mavedb:00000354-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the scoreset 'score' is the log10 K50 value from a trypsin protease stability assay; dataset includes K50-derived dG but the primary score is log10 K50, a monotonic proxy for folding stability where higher K50 indicates greater stability.
urn:mavedb:00000354-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text states the score is log10 K50 from chymotrypsin digestion to assess folding; higher K50 indicates greater stability. DatasetColumns confirms primary score is log10 K50, with dG provided as ancillary.
urn:mavedb:00000355-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from trypsin digestion; not WT-centered or relative. DatasetColumns list 'score' as log10 K50 and also report derived dG, but the main score is K50-based. Higher K50 indicates more protease resistance (greater folding stability), so map to Stability_K50 K50_RAW with HIGHER_IS_FUNCTION.
urn:mavedb:00000355-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the score column is the log10 K50 value from chymotrypsin digestion used to assess folding; higher K50 indicates greater protease resistance (more stability). dG columns exist but the primary score is log10 K50.
urn:mavedb:00000355-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fit from protease digestion across trypsin and chymotrypsin, i.e., folding free energy; map to Stability_DG (DG_KCAL_MOL, lower dG = more stable).
urn:mavedb:00000356-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states score is log10 K50 from trypsin digestion to assess folding; higher K50 indicates greater protease resistance (more stable). No WT-centered normalization described; datasetColumns also list dG but primary score is log10 K50.
urn:mavedb:00000356-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 derived from sequence count ratios; no WT anchoring or centering is described. Protease digestion assays report stability where higher K50 indicates more resistance/folding, so Stability_K50 with RAW K50 is the safest mapping. Although dG columns exist, the experiment’s score column is log10 K50.
urn:mavedb:00000356-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method states the score is a dG value fitted from protease digestion (trypsin/chymotrypsin) to assess folding; dG stability assays map to Stability_DG with lower dG indicating more stable/function. Units are standard for dG (kcal/mol).
urn:mavedb:00000357-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score is a dG value fit across proteases to assess folding (protease digestion), indicating a stability ΔG metric rather than ΔΔG.
urn:mavedb:00000357-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the primary score is the log10 K50 value from protease digestion (score column: log10 K50), with no explicit WT-centering or relative normalization; thus best mapped to K50 raw stability assay. dG columns exist but are auxiliary, not the primary score.
urn:mavedb:00000357-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the score column is a log10 K50 derived from sequence count ratios; no WT-centered or relative normalization is described. Although dG values are provided, the primary score is K50, so the closest TSV row is K50_RAW (higher K50 indicates greater stability).
urn:mavedb:00000358-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text states the score column is log10(K50) from trypsin digestion; no WT-centered/relative normalization is described, and dG is provided as a separate derived column. Thus map to K50 raw stability where higher K50 indicates greater folding stability.
urn:mavedb:00000358-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states score is log10 K50 from protease digestion to assess folding; higher K50 indicates more resistance/stability. Primary score is log10 K50, so Stability_K50 (standardized log K50) is the closest monotonic mapping.
urn:mavedb:00000358-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score is a dG value fit from protease digestion (trypsin/chymotrypsin) to assess folding; lower dG indicates more stable/folded, so Stability_DG with DG_KCAL_MOL and LOWER_IS_FUNCTION is appropriate. No explicit WT anchoring thresholds provided.
urn:mavedb:00000359-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	Method text states the score is a dG value fit across trypsin and chymotrypsin digests to assess folding; this maps to protein stability ΔG with lower (more negative) indicating greater stability.
urn:mavedb:00000359-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Metadata states the primary score is log10 K50 from chymotrypsin digestion (folding stability assay). Although dG is provided as an auxiliary column, the scoreset's main 'score' is K50-derived and not WT-centered, so Stability_K50 K50_RAW (higher K50 → more stable/function) is the closest standardized mapping.
urn:mavedb:00000359-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is the log10 K50 from trypsin digestion to assess folding; higher K50 implies greater protease resistance (more stability). dG columns are auxiliary; the scoreset’s main metric matches the K50-based stability family.
urn:mavedb:00000360-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText explicitly states dG values were fit from protease digestion to assess folding; this maps to stability free energy (ΔG) rather than K50 or ΔΔG.
urn:mavedb:00000360-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Primary score is log10(K50) from trypsin digestion (MethodText: 'score column is the log10 K50 value...'), not explicitly WT-centered; thus closest monotonic mapping is K50_RAW where higher K50 indicates more stability. dG is auxiliary, not the main scoreset.
urn:mavedb:00000360-a-2	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from chymotrypsin protease digestion; this is a folding/stability assay where higher K50 indicates more protease required and thus greater stability. DatasetColumns also include dG but the main score is log10 K50.
urn:mavedb:00000361-a-1	Stability_K50	StabilityK50Subtype	LOG10_K50_STANDARDIZED	HIGHER_IS_FUNCTION	CENTERED_0	WT~=0 (after log2 fold)	log2_from_relative	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method states the score column is the log10 K50 from trypsin digestion to assess folding; higher K50 implies greater stability. Although dG is also reported, the primary score is log10 K50, so mapped to Stability_K50 (standardized) as the closest monotonic specification.
urn:mavedb:00000361-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the primary score is a log10 K50 derived from sequence count ratios; no WT-centered normalization is indicated. dG columns exist but are auxiliary; the scoreset’s main score aligns best with a K50-based stability assay where higher K50 implies greater folding/stability.
urn:mavedb:00000361-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText states the score column is a dG value fitted via a coupled protease-digestion model; Abstract describes folding effects from trypsin/chymotrypsin digestion, consistent with stability free energy.
urn:mavedb:00000362-0-1	Stability_DG	StabilityDGSubtype	DG_KCAL_MOL	LOWER_IS_FUNCTION	CENTERED_0	WT delta~=0	kcal/mol	StabilityDGInterpreter	[NA, NA]	false	false	false	false	MethodText explicitly states the score is a dG value fit from protease digestion counts to capture folding stability; lower (more negative) ΔG indicates greater stability, matching Stability_DG DG_KCAL_MOL.
urn:mavedb:00000362-a-1	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	Method text states the score is log10 K50 from trypsin digestion; no WT-centered normalization is described. Protease K50 assays map to Stability_K50 with higher K50 indicating greater folding/stability.
urn:mavedb:00000362-a-2	Stability_K50	StabilityK50Subtype	K50_RAW	HIGHER_IS_FUNCTION	RAW	Assay-defined	K50	StabilityK50Interpreter	[NA, NA]	false	false	false	false	MethodText states the primary score is a log10 K50 from chymotrypsin digestion; no indication of WT-centered normalization, so the closest monotonic mapping is Stability_K50 with K50_RAW.
