URN	RefSeq_IDs	Ensembl_IDs	Experiment_Type	DMS_Assay_Type	Score_Interpretation	Score_Hypothesis_Evaluation	Timestamp
urn:mavedb:00000534-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), so higher scores are more like WT.	2025-04-17 14:11:07
urn:mavedb:00000534-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to trypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), so higher scores are more like WT.	2025-04-17 14:11:07
urn:mavedb:00000535-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) for each sequence, reflecting its stability.	Does not fit: Lower dG values indicate greater stability, so the interpretation is reversed.	2025-04-17 14:11:12
urn:mavedb:00000535-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to Trypsin digestion.	Does not fit: Higher log10 K50 values indicate greater resistance to digestion, suggesting increased stability, so the interpretation is reversed.	2025-04-17 14:11:12
urn:mavedb:00000535-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to Chymotrypsin digestion.	Does not fit: Higher log10 K50 values indicate greater resistance to digestion, suggesting increased stability, so the interpretation is reversed.	2025-04-17 14:11:12
urn:mavedb:00000536-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to Chymotrypsin digestion.	Does not fit: Higher log10 K50 values indicate greater resistance to digestion, suggesting increased stability, so the interpretation is reversed.	2025-04-17 14:11:12
urn:mavedb:00000536-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's resistance to Trypsin digestion.	Does not fit: Higher log10 K50 values indicate greater resistance to digestion, suggesting increased stability, so the interpretation is reversed.	2025-04-17 14:11:12
urn:mavedb:00000536-0-1	Not Found	Not Found	DMS	Protein Stability	Higher dG values indicate a greater change in free energy, suggesting decreased protein stability.	Does not fit: Higher dG values indicate *decreased* stability, which would be LoF.	2025-04-17 14:11:17
urn:mavedb:00000537-0-1	Not Found	Not Found	DMS	Protein Stability	Higher dG values indicate a greater change in free energy, suggesting decreased protein stability.	Does not fit: Higher dG values indicate *decreased* stability, which would be LoF.	2025-04-17 14:11:17
urn:mavedb:00000537-a-2	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate a higher concentration of protease required for 50% digestion, suggesting increased protein stability.	Fits	2025-04-17 14:11:17
urn:mavedb:00000537-a-1	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate a higher concentration of protease required for 50% digestion, suggesting increased protein stability.	Fits	2025-04-17 14:11:17
urn:mavedb:00000538-a-1	Not Found	Not Found	DMS	Protein Stability	Higher log10 K50 values indicate a higher concentration of protease required for 50% digestion, suggesting increased protein stability.	Fits	2025-04-17 14:11:17
urn:mavedb:00000538-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 K50 value, indicating the stability of the protein variant against chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), so the hypothesis should be inverted.	2025-04-17 14:11:21
urn:mavedb:00000538-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, indicating the stability of the protein variant.	Does not fit: More negative dG values indicate increased stability, so the hypothesis should be inverted.	2025-04-17 14:11:21
urn:mavedb:00000539-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, indicating the stability of the protein variant.	Does not fit: More negative dG values indicate increased stability, so the hypothesis should be inverted.	2025-04-17 14:11:21
urn:mavedb:00000539-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 K50 value, indicating the stability of the protein variant against trypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), so the hypothesis should be inverted.	2025-04-17 14:11:21
urn:mavedb:00000539-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 K50 value, indicating the stability of the protein variant against chymotrypsin digestion.	Does not fit: Higher scores indicate increased stability (less digestion), so the hypothesis should be inverted.	2025-04-17 14:11:21
urn:mavedb:00000540-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) of protein folding, with lower dG values indicating greater stability.	Does not fit: Lower dG values indicate greater stability, so the hypothesis should be inverted.	2025-04-17 14:11:26
urn:mavedb:00000540-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to chymotrypsin digestion.	Does not fit: Higher scores indicate greater resistance to digestion, suggesting increased stability, which is the opposite of LoF.	2025-04-17 14:11:26
urn:mavedb:00000540-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to trypsin digestion.	Does not fit: Higher scores indicate greater resistance to digestion, suggesting increased stability, which is the opposite of LoF.	2025-04-17 14:11:26
urn:mavedb:00000541-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to trypsin digestion.	Does not fit: Higher scores indicate greater resistance to digestion, suggesting increased stability, which is the opposite of LoF.	2025-04-17 14:11:26
urn:mavedb:00000541-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to the protein's resistance to chymotrypsin digestion.	Does not fit: Higher scores indicate greater resistance to digestion, suggesting increased stability, which is the opposite of LoF.	2025-04-17 14:11:26
urn:mavedb:00000541-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) of protein folding, with lower dG values indicating greater stability.	Does not fit: Lower scores indicate increased stability, which is the opposite of the hypothesis.	2025-04-17 14:11:31
urn:mavedb:00000542-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the change in Gibbs free energy (dG) of protein folding, with lower dG values indicating greater stability.	Does not fit: Lower scores indicate increased stability, which is the opposite of the hypothesis.	2025-04-17 14:11:31
urn:mavedb:00000542-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to protein stability, with higher values indicating increased resistance to chymotrypsin digestion.	Fits	2025-04-17 14:11:31
urn:mavedb:00000542-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to protein stability, with higher values indicating increased resistance to trypsin digestion.	Fits	2025-04-17 14:11:31
urn:mavedb:00000543-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, which is related to protein stability, with higher values indicating increased resistance to trypsin digestion.	Fits	2025-04-17 14:11:31
urn:mavedb:00000543-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's susceptibility to chymotrypsin digestion.	Does not fit: Lower scores indicate increased protein stability (less digestion), while higher scores indicate decreased stability (more digestion).	2025-04-17 14:11:36
urn:mavedb:00000543-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, reflecting the stability of the protein.	Does not fit: Lower dG values indicate decreased protein stability, while higher dG values indicate increased stability.	2025-04-17 14:11:36
urn:mavedb:00000544-0-1	Not Found	Not Found	DMS	Protein Stability	The score represents the dG value, reflecting the stability of the protein.	Does not fit: Lower dG values indicate decreased protein stability, while higher dG values indicate increased stability.	2025-04-17 14:11:36
urn:mavedb:00000544-a-2	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's susceptibility to chymotrypsin digestion.	Does not fit: Lower scores indicate increased protein stability (less digestion), while higher scores indicate decreased stability (more digestion).	2025-04-17 14:11:36
urn:mavedb:00000544-a-1	Not Found	Not Found	DMS	Protein Stability	The score represents the log10 of the K50 value, reflecting the protein's susceptibility to trypsin digestion.	Does not fit: Lower scores indicate increased protein stability (less digestion), while higher scores indicate decreased stability (more digestion).	2025-04-17 14:11:36
